value,lots,source,keep
Sol dera,2,other,
"Sommelier Selection, Central Coast",2,other,
Sophie Pous - Toques & Clochers,2,other,
"Sordo, Borgata Garbelletto",2,other,
Sotheby's Massandra Collection,2,other,
"Spottswoode Family, Saint-Helena",2,other,
St. Georgskellerei,2,other,
"Staete Landt, Marlborough",2,other,
"Standish, Barossa Valley",2,other,
Stella di Campalto,2,other,
"Stellenzicht, Stellenbosch",2,other,
Stonestreet-Winery,2,other,
Stoney Vineyard,2,other,
"Storm Wines, Hermanus",2,other,
"Stéphane Bernaudeau, Cornu",2,other,
"Stéphane Brocard, Longvic",2,other,
"Suenen, Cramant",2,other,
Sylvain Cathiard,2,other,
"Sylvain Loichet, Chorey-les-Beaune",2,other,
Séléction Darroze (versiegelt),2,other,
T orbreck,2,other,
"Tabarrini Giampaolo, Montefalco",2,other,
Taîn,2,other,
Tenuta Cabreo,2,other,
Tenuta Le Macchiole,2,other,
"Tenuta San Guido, Castagnetto Carducci",2,other,
"Tenuta Setti Ponti, Castiglion Fibocchi",2,other,
Tenuta V allone,2,other,
Tenuta Villanova,2,other,
Tenuta del Trinoro,2,other,
"Tenuta dell'Ornellaia, Castagneto Carducci",2,other,
"Tenuta delle Terre Nere, Randazzo",2,other,
Tenuta di Nozzole,2,other,
"Tenuta di Petrolo, Bucine",2,other,
"Tenuta di Petrolo, Mercadale Valdarno",2,other,
"Tenuta, San Guido",2,other,
Tenute Sella & Mosca,2,other,
"Tenute del Cabreo, Greve in Chianti",2,other,
Terra D'Alter,2,other,
Terra d'Aligi,2,other,
Terra d’Or (3),2,other,
Terre Natuzzi,2,other,
Terrilogio,2,other,
Tertre Roteboeuf,2,other,
"Teso la Monja, Páganos - Laguardia",2,other,
"Teunuta San Guido, Bolgheri",2,other,
The Christian Brothers,2,other,
The Mascot,2,other,
The Prisoner Wine Company,2,other,
"The Sadie Family Die Ouwingerdreeks, Swartlanx",2,other,
The Standish Wine Company,2,other,
Thierry Pillot,2,other,
Thomas Boccon,2,other,
"Thomas Frères, Nuits-Saint-Georges",2,other,
Thunevin,2,other,
Torbreck Vintners,2,other,
Toro Albala S.L.,2,other,
"Torres, Vilafranca del Penedès",2,other,
Tournon,2,other,
Trepout,2,other,
Triebaumer,2,other,
Trinoro,2,other,
Trionoro,2,other,
Two Hands Wines,2,other,
Umberto Fiore,2,other,
Universo de los Andes,2,other,
Uwe Schiefer,2,other,
V.D.S.,2,other,
"Vadio, Aveiro",2,other,
"Valentini, Localita’ Valpiana",2,other,
Valfieri -Villa Montersino - Vecchia Loreto S.R.L,2,other,
Valle dell'Acate,2,other,
"Vallet Frères, Gevrey-Chambertin",2,other,
Vandermeulen,2,other,
"VdP de l'Herault, Aine",2,other,
Vdp des Bouches du Rhône,2,other,
Viader Vineyards,2,other,
"Vidal-Fleury, Tupin et Semons",2,other,
"Vietti, Cuneo",2,other,
Vigne di Mezzo (Feudi di San Gregorio),2,other,
"Vigneti Figli Luigi Oddero, La Morra",2,other,
"Vignoble Klur, Katzenthal",2,other,
Vignoble Mitjaville,2,other,
"Vignoble de l'Arbre Blanc, Saint-Sandoux",2,other,
Vignobles Canet,2,other,
"Vignobles Levet, Ampuis",2,other,
Vignobles Yves Cheron Domaine Brusset,2,other,
"Vilmart & Cie, Rilly-la-Montagne",2,other,
Vin de Pays de Vaucluse,2,other,
"Vincent Paris, Cornas",2,other,
Vinedos Lacalle y Laorden (Artadi),2,other,
Vineyard Twenthy Nine,2,other,
Vineyards DOM BRIAL,2,other,
Vinolea Paradiso Srl,2,other,
"Vinos en Voz Baja, Rioja",2,other,
Vintage Port,2,other,
"Virna di Borgogno, Barolo",2,other,
Vivaldi Vini Valli di Verona Srl,2,other,
"Viña Errazuriz, Maipo Valley",2,other,
Viña Haras de Pirque,2,other,
Voerzio Martini soc. s. Agriviticola,2,other,
W. & J. Graham’s,2,other,
"Weingut Adeneuer, Bad Neuenahr-Ahrweiler",2,other,
Weingut Bernhard Koch,2,other,
Weingut Bründlmayer,2,other,
"Weingut Dengler-Seyler, Maikammer",2,other,
"Weingut Donnhoff, Nahe",2,other,
Weingut Dreissigacker,2,other,
Weingut Eichholz,2,other,
"Weingut Eva Fricke, Eltville",2,other,
Weingut Ewald Zenzen,2,other,
Weingut Fritz Haag,2,other,
Weingut Gunther Steinmetz,2,other,
Weingut Heymann-Löwenstein VDP,2,other,
Weingut Höpler,2,other,
"Weingut Joh. Jos. Prüm, Mosel",2,other,
Weingut Judith Beck,2,other,
"Weingut Kampf, Flonheim",2,other,
Weingut Kastanienbaum AG,2,other,
Weingut Lucashof,2,other,
"Weingut Meyer-Näkel, Dernau",2,other,
"Weingut Neumeister, Steiermark",2,other,
Weingut Obrecht,2,other,
"Weingut Paul Lehrner, Burgenland",2,other,
Weingut Prager,2,other,
"Weingut Reichsrat von Buhl, Pfalz",2,other,
Weingut Schloss Gobelsburg,2,other,
"Weingut Schloss Lieser, Rheingau",2,other,
"Weingut Schmitt Söhne, Mosel",2,other,
"Weingut Würtzberg, Saar",2,other,
"Weingut Ziereisen, Markgräfler Land",2,other,
Weingut zum Sternen,2,other,
Weingut Ökonomierat Rebholz,2,other,
"Weninger, Burgenland",2,other,
"Wente Vinyeards, Livermore Vally",2,other,
Werner Stucky,2,other,
Western Cellars,2,other,
Wolf Blass,2,other,
Woodstock Wine Estate,2,other,
"Wyns Père & Fils, Rebecq",2,other,
"Xavier Vignon, Châteauneuf-du-Pape",2,other,
Y alumba,2,other,
"Yann Chave, Mercurol",2,other,
"Yannick Debray, Beaune",2,other,
"Yarra Yering, Yarra Valley",2,other,
"Yves Chaley, Gevrey Chambertin",2,other,
"Yves Cuilleron, Chavanay",2,other,
"Ziegler-Mauler, Mittelwihr",2,other,
Zweitwein von Harlan Estate,2,other,
"bottle #3280, bottled in 2007",2,other,
bottled 2001,2,other,
bottled 2009,2,other,
bottled in 1979,2,other,
bottled in 1982,2,other,
bottled in 1985,2,other,
bottled in 1990,2,other,
bottled in 1995,2,other,
bottled in 2003,2,other,
bottled in 2004,2,other,
bottled in 2005,2,other,
bottled in 2006,2,other,
bottled in 2009,2,other,
bottled in 2010,2,other,
bottled in 2014,2,other,
classé cru,2,other,
crand cru,2,other,
cru bourgois,2,other,
cru classé (blanc),2,other,
cru classé en blanc,2,other,
d'Arenberg Wines,2,other,
"decanter 05033; batch 2013-097, bottled 05/12/2014",2,other,
"decanter 11205; batch 2015-060, bottled 07/11/2015",2,other,
"decanter 11515; batch 2015-009, bottled 09/03/2015",2,other,
il Barco,2,other,
scobaldi,2,other,
Áster,2,other,
"Éric Texier, Charnay",2,other,
 Montevertine,1,other,
 Montevertine 1,1,other,
(Cabernet/Merlot),1,other,
(EHCcV likely Henriques/Cossart family context),1,other,
(including tasting glasses),1,other,
"00 Wines, Willamette Valley",1,other,
1970's bottling,1,other,
1998,1,other,
1999,1,other,
1x Bottled in 1977; 1x Believed Bottled in 1977,1,other,
2005,1,other,
2006 (6),1,other,
2011,1,other,
2nd release bottled 2006,1,other,
2ème Vin de Château Montrose,1,other,
2ème vin Château Léoville Las Cases,1,other,
2ème vin de Château Lafite Rothschild,1,other,
3 ãnos,1,other,
3),1,other,
5 Puttonyos,1,other,
5 ãnos,1,other,
5cm (1),1,other,
6-gangen diner voor twee personen met overnachting in hotel The Grand,1,other,
76 proof,1,other,
A vigonesi,1,other,
"A&A Devillard, Mercurey",1,other,
A&E  Verset,1,other,
"A. & P. de Villaine, Bouzeron",1,other,
"A. Bichot & Cie, Beaune",1,other,
A. Brunel,1,other,
A. Guibert,1,other,
A. Kracher & M. Krankl,1,other,
A. Lalande & Cie,1,other,
A. de Luze & Fils,1,other,
"A.J. Adam, Hermann Donnhoff, Weingut okonomierat Rebholz",1,other,
"AOP Gaillac, Sud-West France",1,other,
ARILLO IN TERRABIANCA SOCIETÀ AGRICOLA S.R.L.,1,other,
"Aalto, Roa",1,other,
Abbaye de Saint-Hilaire,1,other,
Abel Clement,1,other,
"Abreu Vineyard, Howell Mountain",1,other,
"Abreu Vineyard, St. Helena",1,other,
"Achaval Ferrer, Uco Valley",1,other,
Achaval-Ferrer Winery,1,other,
"Adega Viuva Gomes, Colares",1,other,
Adolf Boner,1,other,
"Adrien Belland, Santenay",1,other,
"Aecovi, Jerez",1,other,
"Agricola Anna Maria Abbona, Farigliano",1,other,
Agricola Brandini,1,other,
Agricola Fratelli Broccardo SSA,1,other,
Agricola Fratelli Tedeschi,1,other,
Agricola Gian Piero Marrone S.N.C.,1,other,
Agricola Pieropan,1,other,
Agricole Rizzello Spa,1,other,
Agricoltori Del Chianti Geografico,1,other,
Agriturismo Costa dei Platani,1,other,
Agriverde,1,other,
"Agusti Torello Mata, Sant Sadurni d'Anoia",1,other,
Aida,1,other,
"Alain Brumont, Gers",1,other,
Alain Burguet,1,other,
"Alain Burguet, Anne Gros, Bruno Clavelier, Jean Grivot",1,other,
"Alain Burguet, Anne Gros, Cyprien Arlaud, Domaine A. et P. de Villaine, Domaine Georges Mugneret-Gibourg, Hubert Lignier, Laurent Ponsot, Robert Groffier Pere et Fils",1,other,
"Alain Burguet, Claude Dugat, Dupont-Tisserandot, Maison Champy",1,other,
"Alain Burguet, Denis Mortet",1,other,
"Alain Burguet, Denis Mortet, Domaine Bernard Dugat-Py, Gerard Harmand-Geoffroy, Maison Olivier Bernstein",1,other,
"Alain Burguet, Domaine Francois Lamarche, Maume, Mongeard-Mugneret, Perrot-Minot, Robert Groffier Pere et Fils",1,other,
"Alain Burguet, Gevrey-Chambertin",1,other,
"Alain Burguet, Jean Grivot",1,other,
Alain Gautheron,1,other,
"Alain Graillot, Domaine des Bosquets, Domaine Jamet, Domaine les Pallieres, Domaine Saint-Damien, Paul Jaboulet Aine",1,other,
"Alain Guyard, Marsannay",1,other,
"Alain Michelot, Domaine Anne et Herve Sigaut, Domaine Joliet, Jean Foillard, Jerome Chezeaux",1,other,
"Alain Michelot, Maniere Noirot",1,other,
Alain V authier (Ch. Ausone),1,other,
Alain Vauthier (Ch. Ausone),1,other,
"Alain Verset, Domaine Durand, Franck Balthazar, Guillaume Gilles, Philippe Pacalet",1,other,
"Alain Voge, Ardèche",1,other,
"Alain Voge, Auguste Clape",1,other,
"Alain Voge, Guigal, Paul Jaboulet Aine",1,other,
"Alain Voge, Guigal, Rene Rostaing",1,other,
"Alain Voge, Jean Lionnet, Vincent Paris",1,other,
Alain& Vincent CREUSEFOND,1,other,
Alban Vineyards,1,other,
Albeisa,1,other,
"Albert Bichot - Domaine du Clos Frantin, Beaune",1,other,
"Albert Bichot - Domaine du Pavillon, Beaune",1,other,
"Albert Bichot, Bouchard Pere et Fils, Domaine de l'Arlot, Domaine de la Vougeraie, Marquis d'Angerville",1,other,
"Albert Bichot, Camille Giroud, Humbert Freres, Joseph Drouhin, Philippe Pacalet, Taupenot-Merme",1,other,
"Albert Bichot, Claude Dugat, Dujac Fils et Pere, Michel Noellat et Fils",1,other,
"Albert Bichot, Domaine Faiveley, Domaine Francois Bertheau, La Pousse d'Or, Pierre-Yves Colin-Morey",1,other,
"Albert Bichot, Domaine Faiveley, Georges Lignier et Fils, Jean Grivot",1,other,
"Albert Bichot, Domaine du Clos Frantin, Vose-Romanée",1,other,
"Albert Bichot, Marquis d'Angerville, Remoissenet",1,other,
"Albert Bichot, Patriarche Pere et Fils",1,other,
"Albert Boxler, F.X. Pichler, Trimbach",1,other,
"Albert Grivault, Bouchard Pere et Fils",1,other,
"Albert Grivault, Comtes Lafon, Etienne Sauzet, Maison Verget",1,other,
Albert Guichard,1,other,
Albert Mathier & Söhne AG,1,other,
Albert Morey,1,other,
"Albert Morot, Beaune",1,other,
"Albert Morot, Henri Boillot, Marquis d'Angerville",1,other,
Albert Ponnelle,1,other,
Alberto Ballarin,1,other,
"Alberto Orte, Madrid",1,other,
"Albino Rocca, Ceretto, Giacomo Conterno, Luciano Sandrone",1,other,
"Albino Rocca, Gaja, Sottimano",1,other,
"Aldo Conterno, Armando Parusso, Einaudi, Francesco Rinaldi &amp; Figli, Giuseppe Mascarello &amp; Figlio, Luciano Sandrone, Paolo Scavino",1,other,
"Aldo Conterno, Azelia (L. Scavino)",1,other,
"Aldo Conterno, Bartolo Mascarello, Ceretto, Massolino",1,other,
"Aldo Conterno, Bruno Giacosa, Ceretto, Produttori del Barbaresco",1,other,
"Aldo Conterno, Bruno Giacosa, Giuseppe Mascarello &amp; Figlio",1,other,
"Aldo Conterno, Casanova di Neri, Ceretto, Conterno Fantino",1,other,
"Aldo Conterno, Ciacci Piccolomini D'Aragona, Conterno Fantino, Domenico Clerico",1,other,
"Aldo Conterno, Damilano, Elvio Cogno, Francesco Rinaldi & Figli, Giacomo Fenocchio, Giuseppe Mascarello & Figlio",1,other,
"Aldo Conterno, Elio Grasso, G.D. Vajra",1,other,
"Aldo Conterno, Gaja",1,other,
"Aldo Conterno, Giacomo Conterno",1,other,
"Aldo Conterno, La Spinetta (G. Rivetti e Figli), Luciano Sandrone, Paolo Scavino",1,other,
"Aldo Conterno, La Spinetta (G. Rivetti e Figli), Oddero",1,other,
"Aldo Conterno, Luciano Sandrone",1,other,
"Aldo Conterno, Monforte D'Alba",1,other,
Alejandro Fernandez - Tinto Pesquera S.L.,1,other,
"Alejandro Fernandez - Tinto Pesquera S.L., Benjamin Romeo, Bodegas Muga, Clos Erasmus S.L.",1,other,
"Alejandro Fernandez - Tinto Pesquera S.L., Bodegas Alion (Vega Sicilia), Bodegas Fernando Remirez de Ganuza, Bodegas Vega Sicilia, Bodegas y Vinedos Artadi S.A. (Cosecheros Alaveses), Bodegas y Vinedos Pintia S.A.",1,other,
"Alejandro Fernandez - Tinto Pesquera S.L., Bodegas Muga, Clos Mogador, Descendientes de J. Palacios S.L., Finca Allende, Hacienda Monasterio, Mas Martinet S.L.",1,other,
"Alejandro Fernandez Tinto Pesquera, Valladolid",1,other,
"Alex Foillard, Charly Thevenet, Thibault Liger-Belair",1,other,
"Alex Gambal, Domaine Castagnier, Georges Roumier",1,other,
Alexander Chappuis & Fils,1,other,
Alfred Haegelen-Jayer,1,other,
Alhambra,1,other,
"Alian Graillot, Pont de l'Isère",1,other,
Allegranza,1,other,
"Allegrini, Castello dei Rampolla",1,other,
"Allegrini, Tommaso Bussola",1,other,
"Allegrini, Verona",1,other,
Allegro,1,other,
Alphonse Mellot,1,other,
Alphonse Tourneur Caudéram Bordeaux,1,other,
"Alsace Seltz, Mittelbergheim",1,other,
Altavins Viticultors,1,other,
"Altesino, Bibi Graetz, Tenuta Fontodi, Tenuta Valdicava (V. Abbruzzese)",1,other,
"Altesino, Biondi-Santi - Tenuta Il Greppo, Ciacci Piccolomini D'Aragona",1,other,
"Altesino, Campogiovanni (San Felice), Castello Banfi, Poggio Antico, Poggio San Polo, Siro Pacenti, Tenuta Valdicava (V. Abbruzzese)",1,other,
"Altesino, Canalicchio di Sopra, Ciacci Piccolomini D'Aragona, Pieve Santa Restituta (Gaja)",1,other,
"Altesino, Casanova di Neri, Castelgiocondo (Frescobaldi), Pertimali (Livio Sassetti), Poggio Antico, Tenuta Valdicava (V. Abbruzzese)",1,other,
"Altesino, Ciacci Piccolomini D'Aragona",1,other,
"Altesino, Ciacci Piccolomini D'Aragona, Gianni Brunelli - Le Chiuse di Sotto, Pieve Santa Restituta (Gaja)",1,other,
"Altesino, Conti Costanti",1,other,
"Altesino, Eredi Fuligni",1,other,
"Altesino, Eredi Fuligni, Le Ragnaie",1,other,
"Altesino, Lisini, Marchesi De' Frescobaldi, Siro Pacenti, Tenuta Valdicava (V. Abbruzzese)",1,other,
"Altesino, Tenuta Il Poggione",1,other,
"Alvaro Palacios S.L., Bodegas Vega Sicilia",1,other,
"Alvaro Palacios S.L., Chapoutier, Guigal",1,other,
"Alvaro Palacios S.L., Costers del Siurana",1,other,
Alves de Sousa,1,other,
Alvina Pernot,1,other,
"Alvina Pernot, Louis Jadot",1,other,
"Alzinger, Domaine Zind Humbrecht, Nikolaihof",1,other,
"Alzinger, Franz Hirtzberger, Weingut Moric",1,other,
Ambrogio e Giovanni Folonari Tenute S.a.r.l.,1,other,
Amiot & Fils,1,other,
"Amiot-Servelle, Domaine d'Eugenie",1,other,
Ampelo,1,other,
Ampuis,1,other,
"Andrea Oberto, Elio Altare-Cascina Nuova, Tenute Cisa Asinari dei Marchesi di Gresy",1,other,
"Andremily Wines, Santa Barbara County",1,other,
Andreywein,1,other,
André Noblet,1,other,
"André Perret, Chavanay",1,other,
Angel Gaja,1,other,
Anjou-Loire,1,other,
"Anne Boisson, Pierre Boisson",1,other,
"Anne Boisson, Remi Jobard",1,other,
"Anne Gros, Arlaud Pere et Fils, Gerard Raphet, Maison Frederic Magnien, Taupenot-Merme",1,other,
"Anne Gros, Bouchard Pere et Fils, Francois Confuron-Gindre, Henri Gouges, Robert Chevillon",1,other,
"Anne Gros, Bouchard Pere et Fils, Louis Jadot, Michel Gros, Mongeard-Mugneret",1,other,
"Anne Gros, Camus Pere & Fils, Pierre Damoy",1,other,
"Anne Gros, Chateau de la Tour, Domaine Fourrier",1,other,
"Anne Gros, Chateau de la Tour, Louis Jadot",1,other,
"Anne Gros, Coche-Dury, Dominique Laurent",1,other,
"Anne Gros, Comtes Lafon, Domaine Fourrier, Louis Jadot, Stephane Magnien",1,other,
"Anne Gros, Domaine Dujac, Nicolas Potel",1,other,
"Anne Gros, Domaine Faiveley, Louis Latour, Meo-Camuzet, Mongeard-Mugneret, Perrot-Minot",1,other,
"Anne Gros, Domaine Faiveley, Rene Leclerc",1,other,
"Anne Gros, Dominique Mugneret, Geantet-Pansiot, Nicolas Potel",1,other,
"Anne Gros, Vosne-Romanée",1,other,
"Anne et Jean-Francois Ganevat, Domaine Ganevat",1,other,
"Anne et Jean-Francois Ganevat, Domaine de la Grange des Peres",1,other,
Anne-Claire Schott,1,other,
"Annie Sauvat, Boudes",1,other,
Anomaly Vineyards,1,other,
"Anselma, Bruno Giacosa, Luciano Sandrone",1,other,
Anselmi S.R.L.,1,other,
"Anselmi,Monteforte d'Alpone",1,other,
Anthony's Home,1,other,
"Antica Casa Vinicola Scarpa, Ceretto, Domenico Clerico, Elio Altare-Cascina Nuova, Giovanni Corino, Seghesio, Vietti",1,other,
Antica Fattoria La Parrina,1,other,
Antica Fratta,1,other,
"Antichi Conti della Cremosina - Bersano, Biondi-Santi - Tenuta Il Greppo, Fattoria dei Barbi",1,other,
Antichi Vigneti di Cantalupo di Alberto Arlunno & C. s.s.,1,other,
Antico Podere Gagliole,1,other,
Antoine De Peyrache,1,other,
"Antoine Jobard, Antoine Lienhardt, Domaine du Pavillon (A. Bichot), Domaine Marc Jomain, Nicolas Potel",1,other,
"Antoine Jobard, Bouchard Pere et Fils, Francois Carillon",1,other,
"Antoine Jobard, Domaine A. et P. de Villaine, Domaine des Perdrix, Louis Jadot",1,other,
"Antoine Jobard, Domaine Christian Moreau Pere et Fils, La Pousse d'Or, Paul Pernot",1,other,
"Antoine Jobard, Domaine Michel Laroche, Louis Jadot, Vincent Dauvissat",1,other,
"Antoine Jobard, Marquis d'Angerville",1,other,
"Antoine Jobard, Remi Jobard",1,other,
"Antoine Lienhardt, Comblanchien",1,other,
Antoine et Rachel Olivier,1,other,
Antonelli San Marco,1,other,
"Antonin Guyon, Bruno Clavelier, Domaine des Heritiers de Louis Jadot",1,other,
"Antonin Guyon, Domaine de Montille",1,other,
"Antonin Rodet, Geantet-Pansiot, Joseph Drouhin, Meo-Camuzet, Vincent Girardin",1,other,
"Antonin Rodet, La Pousse d'Or, Mongeard-Mugneret, Remoissenet",1,other,
Antonio Bernardino Paulo da Silva,1,other,
"Antonio Bernardino Paulo da Silva, Azenhas do Mar",1,other,
Antonio Ferrari,1,other,
"Antonio Vallana, Giacomo Borgogno &amp; Figli, Produttori del Barbaresco, Prunotto, Saverio Fontana, Scanavino, Serio &amp; Battista Borgogno",1,other,
"Antoniolo, Romano Dal Forno",1,other,
"Apostelhoeve, Maastricht",1,other,
"Appleton Estate, Jamaica",1,other,
"Ar.Pe.Pe, Gravner, Romano Dal Forno, Zenato",1,other,
Aragon,1,other,
Araujo (Zweitwein von Eisele Vyrd.),1,other,
Arauyo Estate,1,other,
"Argiano, Biondi-Santi - Tenuta Il Greppo, Il Marroneto, San Filippo (Roberto Giannelli)",1,other,
"Argiano, Bruno Giacosa, La Rasina, Pertimali (Livio Sassetti), Roberto Voerzio, Tenuta Valdicava (V. Abbruzzese), Zenato",1,other,
"Argiano, Fattoria Corzano e Paterno, Fattoria di Felsina, Lamborghini, Paolo Scavino, San Giusto a Rentennano",1,other,
"Argiano, Pian delle Vigne (Antinori), Siro Pacenti",1,other,
"Argiano, San Giorgio",1,other,
"Argiano, Siro Pacenti, Talenti",1,other,
"Argiano, Tenuta Valdicava (V. Abbruzzese)",1,other,
"Argiolas, Serdiana",1,other,
"Arianna Occhipinti, Vittoria",1,other,
Arietta,1,other,
"Arlaud Pere et Fils, Ballot-Millot et Fils, Domaine d'Eugenie, Joseph Drouhin",1,other,
"Arlaud Pere et Fils, Bertrand Ambroise, Denis Mortet, Henri Gouges, Jean Raphet, Joseph Drouhin",1,other,
"Arlaud Pere et Fils, Claude Dugat, Dujac Fils et Pere",1,other,
"Arlaud Pere et Fils, Domaine Duroche",1,other,
"Arlaud Pere et Fils, Domaine de Montille, Jacques-Frederic Mugnier, Maison Frederic Magnien, Maume, Vincent Girardin",1,other,
"Arlaud Pere et Fils, Domaine du Clos de Tart",1,other,
"Armand Heitz, Bruno Colin, Marc Colin, Marc Morey, Philippe Colin",1,other,
"Armand Rousseau, Chateau de la Tour, Domaine Faiveley",1,other,
"Armand Rousseau, Comte Georges de Vogue, Domaine Bernard Dugat-Py, Domaine des Lambrays, Domaine Dujac, Joseph Drouhin",1,other,
"Armand Rousseau, Comte Georges de Vogue, Domaine des Lambrays, Meo-Camuzet",1,other,
"Armand Rousseau, Jacques-Frederic Mugnier",1,other,
Armand Vincenot,1,other,
"Armand de Brignac, Chigney-les- Roses",1,other,
Armando Parusso,1,other,
"Armando Parusso, Casanova di Neri, Roberto Voerzio, Tommasi, Tommaso Bussola",1,other,
"Armando Parusso, Elvio Cogno, G.D. Vajra, Marchesi di Barolo",1,other,
"Armando Parusso, Giacomo Conterno, Massolino",1,other,
Arnaldo Caprai,1,other,
Arnaud Baillot,1,other,
"Arnaud Ente, Bernard Moreau, Domaine A. et P. de Villaine",1,other,
"Arnaud Ente, Chateau de Puligny Montrachet, Domaine Ramonet, Maison Leroy",1,other,
"Arnaud Ente, Denis Bachelet, Henri Boillot",1,other,
"Arnaud Ente, Louis Latour",1,other,
"Arnaud Germain, Saint Romain",1,other,
"Arnaud Germain, Saint-Romain",1,other,
"Arnaud Mortet, Comte Georges de Vogue, Domaine de l'Arlot, Domaine Dujac, Dujac Fils et Pere, Georges Roumier, Louis Jadot, Maison Frederic Magnien, Stephane Magnien",1,other,
"Arnoux Pere et Fils, Domaine Francois Parent",1,other,
"Arnoux-Lachaux, Mongeard-Mugneret, Perrot-Minot",1,other,
"Arnoux-Lachaux, Robert Arnoux",1,other,
Arpepe,1,other,
Arthémis,1,other,
Artisans Vignerons D'yvorne Société Coopérative,1,other,
Asbach GmbH,1,other,
"Ataraxia Wines - Kevin Grant, Hemel en Aarde Valley",1,other,
Atelier 1834 - Champagne Boizel,1,other,
Au Sommet,1,other,
Aubert,1,other,
Auchroisk,1,other,
"August Kesseler, Rheingau",1,other,
"Auguste Clape, Chapoutier, Jean-Luc Colombo, Thierry Allemand",1,other,
"Auguste Clape, Chateau Pradeaux, Domaine Comte Abbatucci, Domaine du Gros' Nore, Domaine Tempier, Henri Bonneau, Tissot (Benedicte et Stephane / Andre et Mireille)",1,other,
"Auguste Clape, Domaine Jamet, Guigal, Thierry Allemand",1,other,
Aurélien Chatagnier,1,other,
Ausàs Bodegas y Viñedos S.L.U,1,other,
Avalon Winery,1,other,
"Aymeric Mazilly, Meursault",1,other,
Az Agr il Casello Montalcino,1,other,
Az. Agr . Gastaldi,1,other,
Az. Agr. Crociani Susanna Crociani,1,other,
Az. Agr. Pievalta,1,other,
Az.Agr. Claudia Ferrero,1,other,
"Azelia (L. Scavino), Cascina Chicco, Castello di Neive, Icardi, Tenuta Cucco",1,other,
"Azelia (L. Scavino), Ceretto, E. Pira - Chiara Boschis, Gaja, Luciano Sandrone, Paolo Scavino, Silvio Grasso, Vignaioli Elvio Pertinace",1,other,
"Azelia (L. Scavino), Domenico Clerico, Elio Grasso",1,other,
"Azelia (L. Scavino), Elvio Cogno, G.D. Vajra, Rizzi",1,other,
"Azelia (L. Scavino), Giacomo Conterno",1,other,
"Azelia (L. Scavino), Paolo Scavino, Vietti",1,other,
"Azelia (L. Scavino), Pio Cesare, Vietti",1,other,
Azienda Agr. Montepeloso,1,other,
Azienda Agraria Bartoli Giusti,1,other,
Azienda Agricola Abbadia Ardenga,1,other,
Azienda Agricola Abbona Marziano,1,other,
Azienda Agricola Barone Cornacchia,1,other,
"Azienda Agricola Bera, Neviglie",1,other,
Azienda Agricola Binomio,1,other,
"Azienda Agricola Boscaini Carlo, Verona",1,other,
Azienda Agricola Botti,1,other,
"Azienda Agricola Brigaldara,  San Pietro in Cariano",1,other,
"Azienda Agricola COS, Frank Cornelissen, Occhipinti, Tenuta delle Terre Nere, Vigneti Vecchio, Vino di Anna (Anna Martens)",1,other,
Azienda Agricola Cagliero SS,1,other,
Azienda Agricola Campo Al Pero S.S.,1,other,
Azienda Agricola Canalicchio Di Sotto Di Lambardi Maurizio,1,other,
Azienda Agricola Canneto,1,other,
Azienda Agricola Casebianche,1,other,
Azienda Agricola Cipriani Claudia E Lucio,1,other,
Azienda Agricola Colle Santa Mustiola,1,other,
Azienda Agricola Conte Collalto,1,other,
"Azienda Agricola Cos, Vittoria",1,other,
"Azienda Agricola Elvio Cogno, Novello",1,other,
"Azienda Agricola Frank Cornelissen, Solincchiata",1,other,
Azienda Agricola Giovanni Dri Il Roncat,1,other,
Azienda Agricola Il Casello Montalcino,1,other,
Azienda Agricola Il Mandorlo,1,other,
Azienda Agricola La Ghiandaia,1,other,
Azienda Agricola Monti s.s.,1,other,
Azienda Agricola Negro Angelo e Figli,1,other,
Azienda Agricola Paitin,1,other,
Azienda Agricola Roberto Voerzio,1,other,
Azienda Agricola Ronchi Di ManzanoTenimenti Luigi d'Alessandro S.N.C.,1,other,
Azienda Agricola Russo,1,other,
Azienda Agricola Salvioni,1,other,
"Azienda Agricola San Giuseppe, Montalcino",1,other,
Azienda Agricola San Lorenzo,1,other,
Azienda Agricola San Salvatore,1,other,
Azienda Agricola Sottimano,1,other,
Azienda Agricola Toros Franco,1,other,
"Azienda Agricola Tua Rita, Suvereto",1,other,
Azienda Agricola Villa Lanata,1,other,
Azienda Cogno,1,other,
"Azienda Marziano Abbona, Dogliani",1,other,
Azienda Montepeloso (1),1,other,
Azienda Tornesi,1,other,
Azienda Vinicola Bosco Nestore & C. s.n.c.,1,other,
Azienda Vinicola Casale del Giglio,1,other,
Azienda Vinicola Il Grappolo,1,other,
Azienda Vinicola Santa Barbara,1,other,
Azienda Vitivinicola Castello Rametz S.r.l.,1,other,
Azienda Vitivinicola Francesco Candido SpA,1,other,
Azienda le Cinciole,1,other,
Azinhaga de Ouro,1,other,
B et J M Delaunay,1,other,
B. Gélas & Fils,1,other,
BRUNO ROCCA Farm Rabajà,1,other,
Bacalhôa,1,other,
Bad Kreuznach,1,other,
Bader-Mimeur,1,other,
"Bader-Mimeur, Domaine Francois Gaunoux",1,other,
"Badet, Clément & Co",1,other,
Badia a Coltibuono,1,other,
Ballot-Millot et Fils,1,other,
"Balthasar Ress, Leitz, Muller-Catoir, Schloss Lieser, Toni Jost - Hahnenhof, Weingut Josefinengrund",1,other,
