value,lots,source,keep
"Barale Fratelli, Prunotto",1,other,
"Barbacarlo, Broni",1,other,
"Barbacolo Comm. Lino Maga, Broni",1,other,
Barbanera | IWB Italia S.p.A.,1,other,
"Barbeito, Henriques &amp; Henriques",1,other,
"Barbeito, Veiga Franca",1,other,
Barnett Vineyards,1,other,
Baron August von Finck Hochplatterhof,1,other,
Baron De Lestac,1,other,
Baron Philippe de Rothschild,1,other,
"Baron Philippe de Rothschild, Bordeaux",1,other,
"Baron de Ladoucette, Pouilly-sur-Loire",1,other,
"Barone Ricasoli Castello di Brolio, Gaiole",1,other,
"Barone Ricasoli, Castello Brolio",1,other,
"Barone Ricasoli, Gaiole in Chianti",1,other,
Barros,1,other,
Barthod-Noëllat,1,other,
"Bartolo Mascarello, Brovia, Giuseppe Mascarello & Figlio, Giuseppe Rinaldi, Paolo Scavino",1,other,
"Bartolo Mascarello, Bruno Giacosa, Domenico Clerico, Luciano Sandrone",1,other,
"Bartolo Mascarello, Cappellano",1,other,
"Bartolo Mascarello, Cappellano, Cerbaiona, G.D. Vajra, Gaja, Tenuta Fontodi",1,other,
"Bartolo Mascarello, Emidio Pepe, Roberto Voerzio",1,other,
"Bartolo Mascarello, G.D. Vajra, Gaja, Giuseppe Rinaldi, Tenute Cisa Asinari dei Marchesi di Gresy",1,other,
"Bartolo Mascarello, Giacomo Conterno",1,other,
"Bartolo Mascarello, Giacomo Conterno, Giuseppe Mascarello & Figlio",1,other,
"Bartolo Mascarello, Giuseppe Rinaldi",1,other,
Bartolome Cañellas Sl,1,other,
Bataillard AG,1,other,
"Baudry-Dutour - Château de Saint Louans, Panzoult",1,other,
"Baudry-Dutour - Domaine du Roncée, Panzoult",1,other,
"Baudry-Dutour, Domaine du Roncée",1,other,
Baumann Weingut Oberhallau,1,other,
"Beaulieu Vineyard, Napa Valley",1,other,
Bel Arbors,1,other,
Bel Colle,1,other,
"Believed to be Domaine Louis Gros, Vosne-Romanée",1,other,
Bella Oaks,1,other,
Bellegrave-Jaumard,1,other,
Belleville,1,other,
Bellevue Wine Estate,1,other,
"Bellingham, Paarl",1,other,
Belvedere Vodka,1,other,
Beni di Batasiolo,1,other,
"Benjamin Romeo, Bodega Numanthia Termes, Bodegas Aalto Y Vinedos S.A., Bodegas El Nido S.L., Cellers Ripoll Sans, Espectacle del Montsant, Finca Allende, J.A. Calvo Casajus S.L.",1,other,
"Benoit Ente, Bernard Moreau, Jean-Marc Roulot, Remoissenet",1,other,
"Benoît Ente, Puligny-Montrachet",1,other,
"Benoît Marguet, Ambonnay",1,other,
Benoît Trocard,1,other,
Benziger Family Winery,1,other,
Berardenga,1,other,
Bergkelder Wine Centre,1,other,
Beringer Bancroft Ranch,1,other,
Beringer St. Helena,1,other,
"Beringer, Napa Valley",1,other,
"Bernadette Perreau-Lamy, Saint-Aubin",1,other,
"Bernard 
Boisson-Vadot, Meursault",1,other,
"Bernard Burgaud, Vincent Gasse",1,other,
Bernard Colin Et Fils,1,other,
Bernard Grapin,1,other,
"Bernard Grivelet, Drouhin-Laroze, Laboure-Roi",1,other,
"Bernard Levet, Domaine Garon, Patrick et Christophe Bonnefond",1,other,
"Bernard Levet, Guigal, Jean-Michel Gerin, Rene Rostaing",1,other,
"Bernard Moreau, Boisson-Vadot, Domaine Bachelet-Monnot, Hubert Lamy, Jean-Claude Bachelet, Michel Niellon",1,other,
"Bernard Moreau, Domaine Faiveley",1,other,
"Bernard Moreau, Henri Boillot, Michel Niellon, Pierre-Yves Colin-Morey",1,other,
"Bernard Morey, Colin-Deleger, Etienne Sauzet",1,other,
"Bernard Morey, Domaine de Montille, Etienne Sauzet, Henri Boillot, Jean-Noel Gagnard",1,other,
Bernard Pujol et d'Hubert de Boüard,1,other,
Bernard Rion,1,other,
Bernard Serveau,1,other,
Bernard Sozet,1,other,
"Bernard and Armelle Rion, Clos Frantin (A. Bichot), Daniel Rion, Dominique Laurent",1,other,
Bernard van Berg,1,other,
Bernard-Massard,1,other,
"Bernhard Huber, Baden",1,other,
"Bertagna, Bruno Clavelier",1,other,
"Bertagna, Domaine Bernard Dugat-Py",1,other,
"Bertagna, Domaine Faiveley, Frederic Esmonin, Guy Castagnier",1,other,
"Bertagna, Dominique Laurent, Louis Latour",1,other,
"Bertagna, Follin-Arbelet, Jean-Marc Millot, Louis Jadot, Maison Olivier Bernstein",1,other,
"Bertani, Canalicchio di Sopra, Gaja, Giuseppe Quintarelli",1,other,
"Bertani, Giuseppe Quintarelli, Masi",1,other,
"Bertrand Ambroise, Chandon de Briailles, Comtes Lafon",1,other,
"Bertrand Ambroise, Gerard Raphet, Perrot-Minot",1,other,
"Bertrand Ambroise, Louis Jadot, Mongeard-Mugneret, Perrot-Minot",1,other,
Bertrand de la Ronceray,1,other,
"Bessin-Tremblay, Chablis",1,other,
Best's Wines Pty Ltd,1,other,
Bethany,1,other,
Bianco Aldo,1,other,
"Bibi Graetz, Bruno Giacosa, Giacomo Conterno, Paolo Scavino, Tua Rita",1,other,
"Bibi Graetz, Castello dei Rampolla, Tua Rita",1,other,
"Bibi Graetz, Fattoria Le Pupille, Marchesi Antinori",1,other,
"Bibi Graetz, Podere Poggio Scalette, San Giusto a Rentennano",1,other,
Bickensohler Weinvogtei,1,other,
Bill Harlan,1,other,
"Bindella, Montepulciano",1,other,
"Biondi-Santi - Tenuta Il Greppo, Bruno Giacosa",1,other,
"Biondi-Santi - Tenuta Il Greppo, Canalicchio di Sopra, Ornellaia, Poggio di Sotto, Tenuta Valdicava (V. Abbruzzese)",1,other,
"Biondi-Santi - Tenuta Il Greppo, Castelgiocondo (Frescobaldi), Conti Costanti, Siro Pacenti",1,other,
"Biondi-Santi - Tenuta Il Greppo, Ciacci Piccolomini D'Aragona, Siro Pacenti",1,other,
"Biondi-Santi - Tenuta Il Greppo, Marchesi Antinori, Montevertine, Pieve Santa Restituta (Gaja)",1,other,
"Biondi-Santi - Tenuta Il Greppo, Marchesi Antinori, Pieve Santa Restituta (Gaja)",1,other,
"Biondi-Santi - Tenuta Il Greppo, Marchesi De' Frescobaldi, Pian delle Vigne (Antinori)",1,other,
"Biondi-Santi - Tenuta Il Greppo, Stella di Campalto, Tenuta Il Poggione",1,other,
"Biondi-Santi - Tenuta Il Greppo, Tenuta Valdicava (V. Abbruzzese)",1,other,
"Biondi-Santi, Montalcino",1,other,
"Biondi-Santi, Tenuta Il Greppo, Montalcino",1,other,
Bisquertt family vineyards,1,other,
Bitouzet-Prieur,1,other,
"Bitouzet-Prieur, Bouchard Pere et Fils, La Pousse d'Or, Prince Florent de Merode",1,other,
"Bitouzet-Prieur, Camille Giroud, Chandon de Briailles",1,other,
"Bitouzet-Prieur, Comte Armand, Domaine des Chezeaux (Ponsot), Henri Germain, Jacques-Frederic Mugnier, Louis Jadot, Taupenot-Merme",1,other,
"Bitouzet-Prieur, Domaine Berthaut-Gerbet, Henri Boillot",1,other,
Black Stallion Estate Winery,1,other,
"Blain-Gagnard, Domaine des Lambrays, Philippe Colin",1,other,
Blandy's Madeira LDA.,1,other,
Boal,1,other,
Boars' View,1,other,
Boasso,1,other,
"Bocquenet, Joseph Faiveley, Nicolas Potel",1,other,
"Bodega Abadía Retuerta, Sardon de Duero",1,other,
"Bodega Aleanna, Mendoza",1,other,
Bodega Alvear,1,other,
Bodega Amalaya & Wine Bar,1,other,
"Bodega Belondrade y Lurton, Valladolid",1,other,
"Bodega Catena Zapata, Casa Lapostolle",1,other,
"Bodega Chacra, Patagonia",1,other,
Bodega Familia Schroeder,1,other,
Bodega Finca Torremilanos,1,other,
Bodega Mas d'en Gil,1,other,
Bodega Mas d’en Gil,1,other,
Bodega Monastrell,1,other,
Bodega Museo Ontañónspa,1,other,
Bodega Norton,1,other,
"Bodega Numanthia Termes, Bodegas y Vinedos Artadi S.A. (Cosecheros Alaveses), Marques de Murrieta",1,other,
"Bodega Numanthia Termes, Clos Erasmus S.L., R. Lopez de Heredia Vina Tondonia, S.A.",1,other,
"Bodega Pyrenees, S.A.",1,other,
"Bodega San Francisco Javier, Jerez de la Frontera",1,other,
Bodega San Marcos,1,other,
Bodega Tittarelli Wines,1,other,
Bodega Viñas del Jaro,1,other,
Bodega Weinert,1,other,
Bodega y Vinedos El Seque,1,other,
Bodegas Aalto Y Vinedos S.A.,1,other,
"Bodegas Aalto Y Vinedos S.A., Bodegas Alion (Vega Sicilia), Bodegas Muga, Bodegas Vega Sicilia, Marques de Murrieta, Vinedos Lacalle y Laorden (Artadi)",1,other,
"Bodegas Aalto Y Vinedos S.A., Bodegas Muga, Bodegas Vega Sicilia, Clos Erasmus S.L., Dominio del Aguila, La Rioja Alta S.A., Marques de Murrieta",1,other,
"Bodegas Alion (Vega Sicilia), Bodegas Vega Sicilia",1,other,
"Bodegas Alion (Vega Sicilia), R. Lopez de Heredia Vina Tondonia, S.A., Vinedos de Paganos",1,other,
Bodegas Almenar SA,1,other,
Bodegas Baigorri,1,other,
"Bodegas Baron, Andalucia",1,other,
"Bodegas Benjamin de Rothschild & Vega-Sicilia, Leza",1,other,
Bodegas Berberana SA,1,other,
"Bodegas Berberana, Fuenmayor",1,other,
"Bodegas Berberana, Ollauri",1,other,
Bodegas Beronia,1,other,
"Bodegas Bilbainas, Haro",1,other,
Bodegas Bilbaínas,1,other,
Bodegas Bleda,1,other,
Bodegas Bretón Criadores,1,other,
Bodegas Campillo,1,other,
"Bodegas Campillo, Laguardia",1,other,
"Bodegas Carrasvilla, Valladolid",1,other,
Bodegas Casa Castillo,1,other,
"Bodegas Chacra, Patagonia",1,other,
"Bodegas Condado De Haza, Burgos",1,other,
"Bodegas Condado de Haza, Burgos",1,other,
Bodegas Conde,1,other,
Bodegas Conde de los Andes,1,other,
Bodegas Conrad,1,other,
"Bodegas Cruz de Alba, Quintanilla de Onesimo",1,other,
Bodegas El Nido S.L.,1,other,
Bodegas Emilio Moro,1,other,
Bodegas Escudero S.L.,1,other,
Bodegas Faustino S.L.,1,other,
"Bodegas Faustino, Haro",1,other,
Bodegas Fillaboa,1,other,
Bodegas Finca Fella,1,other,
Bodegas Finca La Emperatriz,1,other,
"Bodegas Forjas del Salnes, Pontevreda",1,other,
"Bodegas Félix Gallejo, Burgos",1,other,
Bodegas Gran Castillo,1,other,
"Bodegas Gutiérrez de la Vega, Parcent",1,other,
"Bodegas Góngora, Sevilla",1,other,
Bodegas Hacienda Monasterio,1,other,
"Bodegas Hacienda Monasterio, Valladolid",1,other,
Bodegas Hispano+Suizas,1,other,
"Bodegas Ismael Arroyo, Sotillo de la Ribera",1,other,
Bodegas José L. Ferrer,1,other,
Bodegas Julián Chivite,1,other,
Bodegas La Horra,1,other,
"Bodegas Las Urtas, El Puerta de Sta. Maria",1,other,
Bodegas Lavia,1,other,
Bodegas Los Llanos,1,other,
Bodegas Luis Mateos,1,other,
"Bodegas Marques de Murreta, Logroño",1,other,
Bodegas Marqués de Tena,1,other,
Bodegas Martinez Lacuesta,1,other,
Bodegas Miguel Torres,1,other,
"Bodegas Muga, Bodegas y Vinedos Artadi S.A. (Cosecheros Alaveses), La Rioja Alta S.A.",1,other,
"Bodegas Muga, Dominio de Pingus, Espectacle del Montsant",1,other,
"Bodegas Muga, Haro",1,other,
Bodegas Muriel,1,other,
"Bodegas Muriel, Elciego",1,other,
Bodegas Navarro López,1,other,
Bodegas Nekeas,1,other,
"Bodegas Palacio, Laguardia",1,other,
Bodegas Palacios,1,other,
"Bodegas Palacios, Logrono",1,other,
Bodegas Peñascal,1,other,
Bodegas Protos,1,other,
"Bodegas R. Lopez de Heredia, Haro",1,other,
Bodegas Rafael Palacios,1,other,
"Bodegas Ramírez de la Piscina, San Vicente de la Sonsierra",1,other,
"Bodegas Riojanas S.A., Cenicero",1,other,
Bodegas Salentein,1,other,
"Bodegas Salentein, Tunuyan",1,other,
Bodegas Sierra Cantabria (2),1,other,
Bodegas V ega Sicilia,1,other,
"Bodegas Valduero, Gumiel del Marcado",1,other,
"Bodegas Vega Sicilia, La Rioja Alta S.A.",1,other,
"Bodegas Vega Sicilia, Marques de Murrieta, R. Lopez de Heredia Vina Tondonia, S.A.",1,other,
"Bodegas Vega Sicilia, R. Lopez de Heredia Vina Tondonia, S.A.",1,other,
"Bodegas Venta d'Aubert, Bajo Aragon",1,other,
"Bodegas Verum, Tomelloso",1,other,
"Bodegas Villacreces, Valladolid",1,other,
Bodegas Weinert,1,other,
Bodegas Williams & Humbert,1,other,
"Bodegas Y Vinedos Alion, Valladolid",1,other,
Bodegas Y Viñedos Del Jalón SA,1,other,
"Bodegas y Vinedos Akilia, Ponferada Léon",1,other,
Bodegas y Vinedos Artadi S.A. (Cosecheros Alaveses),1,other,
"Bodegas y Vinedos Artuke, Baños de Ebro",1,other,
"Bodegas y Vinedos Pintia S.A., Clos Erasmus S.L.",1,other,
Bodegas y viñedos Giol,1,other,
Bodegues Sumarroca,1,other,
"Boizel Père & Fils, Epernay",1,other,
"Bolgheri, 2nd wine Tenuta dell' Ornellaia",1,other,
"Bolgheri, 2nd wine, Tenuta dell`Ornellaia",1,other,
Bolla,1,other,
"Bollinger, Reims",1,other,
"Bond, Napa Valley",1,other,
"Bonneau de Martray, Pernand-Vergelesses",1,other,
"Bonneau du Martray, Camille Giroud, Comte Senard",1,other,
"Bonneau du Martray, Domaine Faiveley",1,other,
"Bonneau du Martray, Domaine des Heritiers de Louis Jadot, Domaine William Fevre, Henri Boillot",1,other,
"Bonneau du Martray, Domaine des Lambrays, Domaine Trapet",1,other,
"Bonneau du Martray, Laurent Ponsot",1,other,
"Bonneau du Martray, Louis Latour, Maison Lucien Le Moine, Vincent Girardin",1,other,
"Bonneau du Martray, Maison Leroy",1,other,
Bonnin Père & Fils,1,other,
Bonterra,1,other,
Boplaas Winery and Distillery,1,other,
Bordeaux Canon Fronsac,1,other,
Bordeaux Superieur,1,other,
Borgo Maragliano,1,other,
Borgo Scopeto,1,other,
"Borgo al Pino, Lamporecchio",1,other,
Borgogno,1,other,
Boschendal,1,other,
Bottle # 1033,1,other,
"Bottle No. 3467/6350, Ichiro's Malt, Japan",1,other,
Bottle No. 52 of 120,1,other,
Bottled 10/10/2023,1,other,
Bottled 1988,1,other,
"Bottled 2005, bottle #666 of 687",1,other,
Bottled 2011,1,other,
"Bottled April 25, 1985",1,other,
"Bottled March 12, 1979",1,other,
Bottled September 1951,1,other,
"Bottled and Shipped by Jean Marie (Guffens), Dufouleur Pere et Fils",1,other,
"Bottled by Gordon & Macphail, Elgin",1,other,
Bottled date unkown,1,other,
Bottled in  1997,1,other,
Bottled in 02/2016; bottle 102 of 291; cask 2533,1,other,
Bottled in 03/1945,1,other,
Bottled in 04/2011,1,other,
Bottled in 05/2015; bottle 142 of 590; cask 2197,1,other,
Bottled in 10/1999,1,other,
Bottled in 11/96,1,other,
Bottled in 1926,1,other,
Bottled in 1941 (one of 360 bottles),1,other,
"Bottled in 1947, recorked in 1982",1,other,
Bottled in 1947; recorked in 1982,1,other,
Bottled in 1952,1,other,
Bottled in 1964,1,other,
Bottled in 1967,1,other,
Bottled in 1976,1,other,
Bottled in 1980 (believed),1,other,
Bottled in 1983,1,other,
"Bottled in 1994, bottle no. 8 out of 18",1,other,
"Bottled in 1995, bottle no. 597 of 860",1,other,
Bottled in 2002 by Niepoort,1,other,
Bottled in 2002; bottle 008 of 276,1,other,
Bottled in 2004; Cask No. 2398; Bottle No. 222/504,1,other,
Bottled in 2006; 2nd release,1,other,
Bottled in 2008; Cask No. 1189; Bottle No. 72/252,1,other,
Bottled in 2008; Cask No. 1190; Bottle No. 77/282,1,other,
Bottled in 2008; launch edition 1834,1,other,
Bottled in 2009; launch edition 11320,1,other,
Bottled in 2009; launch edition 7488,1,other,
Bottled in 2010; Cask No. 2761; Bottle No. 207/228,1,other,
Bottled in 2010; launch edition 00317,1,other,
Bottled in 2011; Bottle No. 0186,1,other,
Bottled in 2011; Bottle No. 0908,1,other,
Bottled in 2011; Bottle No. 1310,1,other,
Bottled in 2011; Bottle No. 1948,1,other,
Bottled in 2011; Bottle No. 3290,1,other,
Bottled in 2012; Bottle No. 02242/18000,1,other,
Bottled in 2012; Bottle No. 06760/18000,1,other,
Bottled in 2014; Bottle No. 0014,1,other,
Bottled in 2014; Bottle No. 0579/1695,1,other,
Bottled in 2014; Bottle No. 549/748,1,other,
Bottled in 2016; Bottle No. 9511/18000,1,other,
Bottled in 2018; Bottle No. 010/253,1,other,
Bottled in 2018; Cask No. 3343,1,other,
Bottled in 2018; Cask No. 336,1,other,
Bottled in 2018; Cask No. 392,1,other,
Bottled in 2018; Cask No. 9,1,other,
Bottled in 2019; Bottle No. 0194/2000,1,other,
Bottled in 2019; Cask No. 2455; Bottle No. 107/231,1,other,
Bottled in 2023,1,other,
Bottled in ?,1,other,
Bottled in unknown,1,other,
Bouchard,1,other,
Bouchard Finlayson Winery,1,other,
"Bouchard Pere et Fils, Bruno Clair, Denis Bachelet",1,other,
"Bouchard Pere et Fils, Cecile Tremblay, Domaine du Clos de Tart, Domaine Trapet, Nicolas Potel",1,other,
"Bouchard Pere et Fils, Chateau de la Tour, Domaine de la Vougeraie, Joseph Drouhin",1,other,
"Bouchard Pere et Fils, Chateau de la Tour, Hudelot-Noellat, Vincent Girardin",1,other,
"Bouchard Pere et Fils, Denis Mortet, Louis Jadot",1,other,
"Bouchard Pere et Fils, Domaine Bernard Dugat-Py, Domaine de l'Arlot, Domaine Marchand-Tawse, Hubert Lignier, Joseph Roty, La Pousse d'Or, Maison Lucien Le Moine, Robert Groffier Pere et Fils",1,other,
"Bouchard Pere et Fils, Domaine Faiveley",1,other,
"Bouchard Pere et Fils, Domaine Faiveley, Henri Boillot, Maison Lucien Le Moine, Vincent Girardin",1,other,
"Bouchard Pere et Fils, Domaine Tollot-Beaut &amp; Fils, La Pousse d'Or",1,other,
"Bouchard Pere et Fils, Domaine William Fevre",1,other,
"Bouchard Pere et Fils, Domaine Zind Humbrecht, Trimbach",1,other,
"Bouchard Pere et Fils, Domaine de Montille",1,other,
"Bouchard Pere et Fils, Domaine de l'Arlot, Domaine Fourrier, Maison Benjamin Leroux, Maison Frederic Magnien, Michel Lafarge",1,other,
"Bouchard Pere et Fils, Domaine des Heritiers de Louis Jadot",1,other,
"Bouchard Pere et Fils, Domaine des Heritiers de Louis Jadot, Etienne Sauzet, Henri Boillot, Louis Latour",1,other,
"Bouchard Pere et Fils, Domaine des Heritiers de Louis Jadot, Joseph Drouhin, Louis Jadot",1,other,
"Bouchard Pere et Fils, Domaine des Lambrays, Domaine Faiveley, Frederic Esmonin, Louis Jadot",1,other,
"Bouchard Pere et Fils, Geantet-Pansiot, Louis Jadot, Michel Magnien",1,other,
"Bouchard Pere et Fils, Gros Frere et Soeur",1,other,
"Bouchard Pere et Fils, Henri Boillot",1,other,
"Bouchard Pere et Fils, J. Billaud-Simon",1,other,
"Bouchard Pere et Fils, Jean Grivot, Louis Latour, Nicolas Potel",1,other,
"Bouchard Pere et Fils, Jean-Philippe Fichet",1,other,
"Bouchard Pere et Fils, Joseph Drouhin",1,other,
"Bouchard Pere et Fils, Joseph Drouhin, Remoissenet",1,other,
"Bouchard Pere et Fils, Louis Jadot, Louis Jadot - Domaine Gagey",1,other,
"Bouchard Pere et Fils, Louis Jadot, Michel Niellon",1,other,
"Bouchard Pere et Fils, Michel Lafarge, Vincent Girardin",1,other,
"Bouchard Pere et Fils, Remy, Rossignol-Trapet, Vincent Girardin",1,other,
Bouchard Père & Fil,1,other,
"Bouchard Père & Fils Comte Liger-Belair, Château de Beaune",1,other,
"Bouchard Pére et Fils, Beaune",1,other,
Bouchard Âiné & Fils,1,other,
Bouhey Allex,1,other,
Bouhier,1,other,
Bouquey Rivallon,1,other,
Boutique de la Légion étrangère,1,other,
Bouvet Ladubay,1,other,
Braida (6),1,other,
"Braida - Giacomo Bologna, Rocchetta Tanaro Asti",1,other,
Brennerei Stadelmann GmbH,1,other,
"Bret Brothers - La Soufrandière, Vinzelles",1,other,
"Brovia, Bruno Giacosa, Cappellano, F.lli Cavallotto, Vietti",1,other,
"Brovia, Bruno Giacosa, Giacosa F.lli, Marchesi di Barolo",1,other,
"Brovia, Casanova di Neri, Elio Grasso, Soldera Case Basse",1,other,
"Brovia, Castello dei Rampolla, Ceretto, Pio Cesare",1,other,
"Brovia, Domenico Clerico",1,other,
"Brovia, Elio Grasso, Elvio Cogno, Giacomo Conterno, Roberto Voerzio",1,other,
"Brovia, Ettore Germano",1,other,
"Brovia, Massolino",1,other,
"Brovia, Sottimano",1,other,
Brumont,1,other,
"Brunel de la Gardine, Chateauneu du Pape, France",1,other,
"Bruno Clair, Bruno Clavelier, Domaine Georges Mugneret-Gibourg, Gerard Mugneret",1,other,
"Bruno Clair, Camille Giroud",1,other,
"Bruno Clair, Chanson Pere et Fils, Comte Armand, Dominique Lafon, Joseph Drouhin",1,other,
"Bruno Clair, Claude Dugat, Domaine Dujac, Domaine Trapet, Dominique Laurent",1,other,
"Bruno Clair, Clos Frantin (A. Bichot), Gros Frere et Soeur",1,other,
"Bruno Clair, David Duband",1,other,
"Bruno Clair, Denis Bachelet, Domaine Francois Lamarche, Dominique Laurent, Geantet-Pansiot, Jean-Jacques Confuron, Nicolas Potel",1,other,
"Bruno Clair, Domaine Bernard Dugat-Py, Domaine Castagnier, Domaine Serafin, Domaine Tawse, Geantet-Pansiot, Henri Rebourseau, Louis Jadot, Taupenot-Merme",1,other,
"Bruno Clair, Domaine Bernard Dugat-Py, Joseph Drouhin, Maison Benjamin Leroux",1,other,
"Bruno Clair, Domaine Faiveley, Domaine Thibault Liger-Belair, Ghislaine Barthod, Louis Jadot, Maume",1,other,
"Bruno Clair, Domaine Georges Mugneret-Gibourg",1,other,
"Bruno Clair, Domaine des Chezeaux",1,other,
"Bruno Clair, Gerard Raphet",1,other,
"Bruno Clair, Jean Grivot",1,other,
"Bruno Clair, Jerome Chezeaux",1,other,
"Bruno Clavelier, Digioia-Royer",1,other,
"Bruno Clavelier, Domaine Berthaut-Gerbet, Domaine de l'Arlot, Perrot-Minot",1,other,
"Bruno Clavelier, Domaine Bertheau et Fils, Domaine Francois Bertheau, Dujac Fils et Pere, Hudelot-Noellat",1,other,
"Bruno Clavelier, Ghislaine Barthod, Joseph Drouhin",1,other,
"Bruno Clavelier, Hudelot-Noellat, Jacky Confuron-Cotetidot, Nicolas Potel, Sylvain Cathiard",1,other,
